Experiment,State,test_balanced_accuracy,crossvalidate.features,model.n_estimators,model.max_depth,model.max_features,model.max_leaf_nodes,model.min_samples_leaf,model.min_weight_fraction_leaf,data/features.pkl,data/features_rank.pkl,data/train_features.pkl
fleet-toke,Success,0.6823784834631129,80,50,3,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
major-juba,Success,0.7450148016520285,40,1000,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
prosy-inti,Success,0.7466237167560077,40,500,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
spiry-grot,Success,0.7447153636964859,40,200,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bumpy-peer,Success,0.7456425767377933,40,100,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
unfit-moit,Success,0.746473687643292,40,50,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bland-cwms,Success,0.744059403177741,40,1000,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
later-hows,Success,0.7457104817890068,40,500,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
mothy-bond,Success,0.7482190286929014,40,200,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
lyric-paws,Success,0.7416036204604879,40,100,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
iodic-jato,Success,0.7438318990528631,40,50,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
woozy-glee,Success,0.745447180330817,40,1000,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sixty-ages,Success,0.7433777228931888,40,500,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bowed-cook,Success,0.7450478552231983,40,200,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bored-farl,Success,0.745326387098318,40,100,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
grand-aged,Success,0.743241571487442,40,50,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
utile-loge,Success,0.7432556021858552,40,1000,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
mined-vase,Success,0.7429664636188095,40,500,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
holey-drum,Success,0.7439341640303596,40,200,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
chill-shah,Success,0.7407460994278819,40,100,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
unlet-flux,Success,0.7398986045597816,40,50,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
riant-mean,Success,0.7589806280515179,40,1000,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
whity-vine,Success,0.7592006436834271,40,500,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
snide-jean,Success,0.757548810530802,40,200,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gusty-slue,Success,0.7575114192975919,40,100,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
flush-deys,Success,0.7527169510415942,40,50,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
parky-syce,Success,0.7675665746301513,40,1000,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fatal-rook,Success,0.7662799706115045,40,500,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
cross-grot,Success,0.763220759087037,40,200,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dirty-yews,Success,0.7700043164711903,40,100,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
ahull-scow,Success,0.7618619697076403,40,50,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
muted-worm,Success,0.7658036801867159,40,1000,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dazed-sorb,Success,0.7625194164271368,40,500,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
moody-veep,Success,0.7641126713263446,40,200,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tabby-trey,Success,0.763062505393136,40,100,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
unfed-dook,Success,0.7635338257497246,40,50,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
macro-whey,Success,0.7655144901933054,40,1000,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
nervy-acts,Success,0.7668253437821061,40,500,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
risen-oats,Success,0.7642225602220873,40,200,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bendy-kago,Success,0.7608382695384783,40,100,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
erect-sera,Success,0.7647051789573297,40,50,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
potty-zoea,Success,0.7648646723509038,40,1000,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tonic-loir,Success,0.7655175673503177,40,500,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
elder-mart,Success,0.7675607444847974,40,200,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
atilt-oafs,Success,0.7636908284193942,40,100,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
stray-shah,Success,0.7625904101588955,40,50,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
stone-byes,Success,0.7810316896631158,40,1000,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
flawy-ciao,Success,0.7821885823612963,40,500,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
heapy-lulu,Success,0.7834680445575289,40,200,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
cronk-pomp,Success,0.7791147775966512,40,100,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
prize-bond,Success,0.7763613364630786,40,50,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
azoic-many,Success,0.7810829809438612,40,1000,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
smart-boat,Success,0.7831280230359592,40,500,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
spiky-gest,Success,0.7819218845172392,40,200,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fizzy-sere,Success,0.7796635850613116,40,100,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tuned-lift,Success,0.780579082236667,40,50,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
crisp-body,Success,0.7798564843108913,40,1000,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
alpha-tier,Success,0.7841062265945634,40,500,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
seral-auks,Success,0.7801128072513674,40,200,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
lucky-pang,Success,0.7836176791791188,40,100,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
stout-prad,Success,0.7839378990703484,40,50,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pudgy-roux,Success,0.7714934091752038,40,1000,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
couth-tach,Success,0.7714549050581477,40,500,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
ohmic-guns,Success,0.7741226370052456,40,200,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dated-curb,Success,0.7717200881126909,40,100,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
wrath-foil,Success,0.7665756954313286,40,50,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dural-puns,Success,0.790841745855657,40,1000,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gamic-cons,Success,0.7914416365475037,40,500,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sable-tosh,Success,0.7854559181323741,40,200,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pudgy-magi,Success,0.7937501851868405,40,100,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
niffy-bott,Success,0.7885578554352459,40,50,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
podgy-weal,Success,0.7993335166290177,40,1000,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
yucky-yard,Success,0.8012030885327641,40,500,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
cadgy-noil,Success,0.8029319933288445,40,200,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fifty-unau,Success,0.7934368697345133,40,100,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
nervy-rime,Success,0.7948654396927102,40,50,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
hasty-pupa,Success,0.8035724640116543,40,1000,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tacit-puns,Success,0.8028636195040757,40,500,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gross-chis,Success,0.8040468407985959,40,200,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
chirk-seep,Success,0.7990621903254203,40,100,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gross-cyma,Success,0.7950827887811334,40,50,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
first-bite,Success,0.7433481581711081,40,1000,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
withy-magi,Success,0.7447077113742585,40,500,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
peart-luce,Success,0.7422825939893258,40,200,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
funky-tads,Success,0.7435914292119543,40,100,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fussy-dona,Success,0.7443133605561414,40,50,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
model-bang,Success,0.7449676832129075,40,1000,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
other-long,Success,0.7448671942137581,40,500,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
conic-beep,Success,0.7423792865608114,40,200,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gawsy-cony,Success,0.7415295940637142,40,100,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
valid-acid,Success,0.7443347014032551,40,50,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
cured-sail,Success,0.7469816497991884,40,1000,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
snowy-diva,Success,0.7477514742441691,40,500,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dosed-cols,Success,0.7442275801068925,40,200,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
whity-ally,Success,0.74047256264108,40,100,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fatty-pupa,Success,0.7450862747553885,40,50,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
agaze-dolt,Success,0.7467807430996335,40,1000,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
natal-bate,Success,0.744844413311015,40,500,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
waugh-saut,Success,0.74639342890791,40,200,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
wised-razz,Success,0.7407147857000757,40,100,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
mesic-hate,Success,0.7412335668786207,40,50,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
right-he'd,Success,0.759566545139654,40,1000,10,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
agile-mene,Success,0.7595622232334833,40,500,10,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
