Experiment,State,test_balanced_accuracy,crossvalidate.features,model.n_estimators,model.max_depth,model.max_features,model.max_leaf_nodes,model.min_samples_leaf,model.min_weight_fraction_leaf,model.class_weight,data/features.pkl,data/features_rank.pkl,data/train_features.pkl
larky-oats,Success,0.7399781665475793,10,100,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
ninth-rube,Success,0.7397954768066455,10,50,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gemmy-brio,Success,0.7405575781170919,10,1000,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
straw-bump,Success,0.7400513059555237,10,500,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fatty-kale,Success,0.7434728212375756,10,200,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
squat-gyms,Success,0.7420151624229477,10,100,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tenor-jest,Success,0.7389769225717269,10,50,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
cynic-pech,Success,0.7420129459284613,10,1000,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
salic-dean,Success,0.7408470739905726,10,500,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tough-sacs,Success,0.7393939910127483,10,200,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
silky-eyry,Success,0.7448674712090317,10,100,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bound-sack,Success,0.7382240369902592,10,50,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tough-veil,Success,0.7448633056783839,10,1000,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
juicy-halm,Success,0.7437948185529413,10,500,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
agley-mako,Success,0.7414629711066448,10,200,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
eight-dole,Success,0.7410055305727927,10,100,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pursy-flew,Success,0.7435083331184773,10,50,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
finny-term,Success,0.7555138489558857,10,1000,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
extra-huts,Success,0.7576389157896104,10,500,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
irony-barb,Success,0.7569173931879416,10,200,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
lairy-whey,Success,0.752541236676879,10,100,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tangy-ziti,Success,0.7602762727348943,10,50,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
azoic-tiff,Success,0.7580864568871787,10,1000,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
brood-daze,Success,0.7539920864396364,10,500,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
jerky-buhl,Success,0.7581319054348968,10,200,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
ionic-tuck,Success,0.7528645725678016,10,100,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tiled-cwms,Success,0.7555072488650746,10,50,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sneak-rill,Success,0.7567827281895276,10,1000,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
chewy-harl,Success,0.7596451577128797,10,500,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
ample-phon,Success,0.7542074730517704,10,200,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
cured-dole,Success,0.7616330384939372,10,100,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pupal-mina,Success,0.7552633500610444,10,50,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
lucid-vega,Success,0.7522716637006598,10,1000,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
duddy-toil,Success,0.750147388719711,10,500,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
seral-reif,Success,0.7495658771049808,10,200,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
acred-genu,Success,0.7488641982597068,10,100,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
peaky-ones,Success,0.7502032140825898,10,50,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
treed-beep,Success,0.7659322199773662,10,1000,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gimpy-here,Success,0.7654092048506766,10,500,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
hilly-hold,Success,0.770037899522755,10,200,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tubal-more,Success,0.7624301459120615,10,100,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
folio-doxy,Success,0.7610386987602409,10,50,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
crack-adze,Success,0.7741789523501945,10,1000,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bumpy-vara,Success,0.7690514713937977,10,500,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
inter-plum,Success,0.7721845722532026,10,200,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
waugh-cham,Success,0.7675816665316321,10,100,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pious-jura,Success,0.7657322961300947,10,50,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gaunt-bish,Success,0.7706839065515342,10,1000,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
major-gimp,Success,0.7701882597788765,10,500,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
cheek-snot,Success,0.7655381817073994,10,200,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pyoid-koas,Success,0.7702382842755624,10,100,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
rutty-kiwi,Success,0.765664343187604,10,50,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
lyric-fond,Success,0.7230522550066285,10,1000,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tepid-rale,Success,0.7238695817751832,10,500,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
crumb-aura,Success,0.7207014768771629,10,200,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bared-gang,Success,0.7182081204473841,10,100,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
moody-bice,Success,0.718934257028904,10,50,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
yarer-lots,Success,0.7241142427319802,10,1000,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
owing-matt,Success,0.721242446406025,10,500,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
blown-airt,Success,0.7202056180635281,10,200,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
boric-jiao,Success,0.7185482131633434,10,100,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
unmet-nosh,Success,0.7225854344930236,10,50,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sneak-pump,Success,0.7221105371251623,10,1000,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
boxed-ossa,Success,0.724701851827044,10,500,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
felon-bort,Success,0.7188713869984993,10,200,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
broad-tuck,Success,0.7254961408599152,10,100,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dural-seed,Success,0.7144258382468254,10,50,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
hammy-snug,Success,0.7233486714427191,10,1000,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sulky-send,Success,0.7234053690965834,10,500,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fleet-snug,Success,0.7249447820240732,10,200,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bawdy-daws,Success,0.7231027890457652,10,100,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
urban-slue,Success,0.7206724588462187,10,50,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
flory-boat,Success,0.7332117884507482,10,1000,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gaunt-heir,Success,0.7365437582248784,10,500,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
third-daks,Success,0.7360795134908481,10,200,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
blown-dolt,Success,0.7342186055233194,10,100,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
irate-bani,Success,0.7308499863733161,10,50,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
right-volt,Success,0.7415125037954707,10,1000,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
prime-nibs,Success,0.7418920326015441,10,500,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
astir-gest,Success,0.7400908831427142,10,200,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
grade-kina,Success,0.7399310815825813,10,100,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
seely-vacs,Success,0.740487005404819,10,50,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
hammy-furl,Success,0.7418177401423542,10,1000,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
apish-curb,Success,0.7413351506786348,10,500,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
typic-farl,Success,0.7431180815484099,10,200,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
ratty-soya,Success,0.7414023356114561,10,100,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
blear-cuss,Success,0.7401344264718136,10,50,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tepid-trug,Success,0.7411095165887687,10,1000,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
brown-pita,Success,0.7425988460417743,10,500,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
undue-fids,Success,0.7412758420041367,10,200,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
picky-newt,Success,0.7449171891760734,10,100,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
undue-sike,Success,0.7439410099689931,10,50,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
forty-prat,Success,0.7447864072621838,10,1000,20,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gutsy-mela,Success,0.7435413081125842,10,500,20,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gauzy-damn,Success,0.7442027082003064,10,200,20,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
olden-soft,Success,0.7412188362522767,10,100,20,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
wonky-corm,Success,0.7412917396808686,10,50,20,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
vivid-sail,Success,0.7563704368579339,10,1000,20,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
so-so-huck,Success,0.7560223413898698,10,500,20,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
aspen-jest,Success,0.756505439614207,10,200,20,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
moral-adze,Success,0.757039815347883,10,100,20,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
swept-bark,Success,0.7539839316610182,10,50,20,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
niffy-coos,Success,0.7561478481831229,10,1000,20,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pagan-lick,Success,0.7550105517425705,10,500,20,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pithy-moxa,Success,0.7580799690443187,10,200,20,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
briny-upas,Success,0.75295685805931,10,100,20,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
hyoid-curn,Success,0.7628230856961986,10,50,20,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
chirk-wort,Success,0.7586786936818639,10,1000,20,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dried-waws,Success,0.7592859901355398,10,500,20,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fishy-chay,Success,0.7583154271651541,10,200,20,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
liege-huia,Success,0.757491676538861,10,100,20,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gross-dhow,Success,0.752834535771174,10,50,20,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
ashen-trio,Success,0.7474754576973923,10,1000,20,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
elect-fuss,Success,0.7506938332356148,10,500,20,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dowie-eric,Success,0.7513692821411919,10,200,20,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dying-cham,Success,0.7452720481279804,10,100,20,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gruff-palp,Success,0.7491149910184933,10,50,20,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
faery-yoni,Success,0.7631224496042321,10,1000,20,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
waney-rift,Success,0.7647326155995225,10,500,20,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
muggy-gear,Success,0.7674501478919207,10,200,20,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
crumb-erns,Success,0.7633591140137203,10,100,20,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
splay-weal,Success,0.765163884564075,10,50,20,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
acerb-daws,Success,0.7746163926574693,10,1000,20,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
hexed-mome,Success,0.7728909521279074,10,500,20,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sedgy-buoy,Success,0.7719337372235952,10,200,20,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
smoky-pomp,Success,0.7650535561377864,10,100,20,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dowdy-veep,Success,0.7652069050897234,10,50,20,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
nival-mana,Success,0.7777626383265983,10,1000,20,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
silty-trio,Success,0.7732516649122896,10,500,20,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
boric-adze,Success,0.7723735888502433,10,200,20,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
unwet-tote,Success,0.7686392359890861,10,100,20,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gypsy-digs,Success,0.7611060932002018,10,50,20,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
taped-hack,Success,0.7245241345965263,10,1000,10,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
privy-suqs,Success,0.7232753275364516,10,500,10,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
